成语,常用度分数
作好作歹,84.6
禀性难移,84.5
发奸擿伏,84.5
各个击破,84.5
卖官鬻爵,84.5
人一己百,84.5
笙磬同音,84.5
水到渠成,84.5
五马分尸,84.5
象齿焚身,84.5
治丝益棼,84.5
碧血丹心,84.4
楚界汉河,84.4
貂裘换酒,84.4
定于一尊,84.4
高车驷马,84.4
桂馥兰香,84.4
结绳而治,84.4
劫富济贫,84.4
庖丁解牛,84.4
三户亡秦,84.4
誓不两立,84.4
叨在知己,84.4
微过细故,84.4
悠游自得,84.4
指天誓日,84.4
冰炭不投,84.3
陈陈相因,84.3
锄强扶弱,84.3
更深人静,84.3
海啸山崩,84.3
疲于奔命,84.3
三番五次,84.3
三平二满,84.3
十二金牌,84.3
饮血茹毛,84.3
自作自受,84.3
班荆道故,84.2
从容就义,84.2
聪明一世,84.2
独善其身,84.2
高谈弘论,84.2
官官相护,84.2
甲第连天,84.2
锦绣前程,84.2
句斟字酌,84.2
拒之门外,84.2
力所能及,84.2
名正言顺,84.2
向壁虚造,84.2
朝不虑夕,84.2
本同末异,84.1
俯仰无愧,84.1
鳏寡孤独,84.1
虎不食儿,84.1
苫眼铺眉,84.1
小肚鸡肠,84.1
新硎初试,84.1
一板三眼,84.1
知易行难,84.1
不遗余力,84.0
插科打诨,84.0
丹凤朝阳,84.0
恩同再造,84.0
急不可待,84.0
枯树生花,84.0
枯形灰心,84.0
萍踪浪迹,84.0
穷奢极欲,84.0
三位一体,84.0
舍生忘死,84.0
食租衣税,84.0
完事大吉,84.0
一目了然,84.0
爱不忍释,83.9
不可向迩,83.9
关山迢递,83.9
鸡零狗碎,83.9
己饥己溺,83.9
苦不堪言,83.9
六神无主,83.9
落英缤纷,83.9
气急败坏,83.9
伤筋动骨,83.9
随声吠影,83.9
白山黑水,83.8
白头相守,83.8
比肩齐声,83.8
斗转参横,83.8
覆舟之戒,83.8
皓首苍颜,83.8
济弱锄强,83.8
口吻生花,83.8
满腹经纶,83.8
排山倒海,83.8
窃钩窃国,83.8
穷源朔流,83.8
头没杯案,83.8
万寿无疆,83.8
盱衡厉色,83.8
一箭上垛,83.8
走马上任,83.8
薄唇轻言,83.7
才高运蹇,83.7
查无实据,83.7
大块文章,83.7
盗跖之物,83.7
堆案盈几,83.7
放浪形骸,83.7
河山带砺,83.7
刻足适屦,83.7
六街三市,83.7
鸟集鳞萃,83.7
如临深渊,83.7
盛气凌人,83.7
十指连心,83.7
不留余地,83.6
寸木岑楼,83.6
发秃齿豁,83.6
骨肉团圆,83.6
画蛇添足,83.6
口齿伶俐,83.6
老而不死,83.6
履险如夷,83.6
舍己从人,83.6
五陵年少,83.6
一般见识,83.6
朝云暮雨,83.6
德音莫违,83.5
东床坦腹,83.5
儿女情长,83.5
二三其德,83.5
改朝换代,83.5
好色之徒,83.5
火中取栗,83.5
解铃系铃,83.5
牢不可破,83.5
十里长亭,83.5
无所顾忌,83.5
油然而生,83.5
鼋鸣鳖应,83.5
杯酒言欢,83.4
操刀必割,83.4
负隅顽抗,83.4
金字招牌,83.4
绝长补短,83.4
老成持重,83.4
闪烁其辞,83.4
腥风血雨,83.4
行动坐卧,83.4
安分知足,83.3
隔墙有耳,83.3
鼓唇弄舌,83.3
磨刀霍霍,83.3
如牛负重,83.3
绳趋尺步,83.3
十年窗下,83.3
秀出班行,83.3
嘘寒问暖,83.3
玉石不分,83.3
纸醉金迷,83.3
中馈犹虚,83.3
不可开交,83.2
寸土尺地,83.2
分外妖娆,83.2
歌莺舞燕,83.2
果不其然,83.2
六亲无靠,83.2
落魄不羁,83.2
眉睫之内,83.2
翩翩起舞,83.2
人莫予毒,83.2
三马同槽,83.2
饰智矜愚,83.2
天冠地屦,83.2
虚舟飘瓦,83.2
一面之交,83.2
一仍旧贯,83.2
拔地摇山,83.1
不敢苟同,83.1
冲昏头脑,83.1
功成不居,83.1
两败俱伤,83.1
炮火连天,83.1
青蝇吊客,83.1
日久天长,83.1
逊志时敏,83.1
振振有辞,83.1
钻火得冰,83.1
冰清玉洁,83.0
屏气凝神,83.0
大打出手,83.0
锋不可当,83.0
故剑情深,83.0
火耕水耨,83.0
砺山带河,83.0
良辰美景,83.0
鸣锣开道,83.0
穷奢极侈,83.0
心神不定,83.0
仰人鼻息,83.0
一己之私,83.0
臧否人物,83.0
睹景伤情,82.9
膏火之费,82.9
鸡犬不留,82.9
牛刀小试,82.9
偶一为之,82.9
千金弊帚,82.9
黔驴之计,82.9
无翼而飞,82.9
心谤腹非,82.9
豹头环眼,82.8
笔大如椽,82.8
国无二君,82.8
喊冤叫屈,82.8
如丧考妣,82.8
琐尾流离,82.8
悒悒不乐,82.8
杅穿皮蠹,82.8
暴取豪夺,82.7
乘龙快婿,82.7
风流倜傥,82.7
公子哥儿,82.7
含辛茹苦,82.7
经国大业,82.7
量能授官,82.7
磨杵成针,82.7
三街六巷,82.7
问道于盲,82.7
一衣带水,82.7
德才兼备,82.6
返哺之恩,82.6
皓齿明眸,82.6
坚持不渝,82.6
局促不安,82.6
苦尽甘来,82.6
民康物阜,82.6
名贸实易,82.6
热血沸腾,82.6
势合形离,82.6
推燥居湿,82.6
行远自迩,82.6
鹦鹉学舌,82.6
悠悠忽忽,82.6
震天动地,82.6
专心一志,82.6
红杏出墙,82.5
鹪鹩一枝,82.5
被发缨冠,82.5
贪污腐化,82.5
相忍为国,82.5
响彻云霄,82.5
一臂之力,82.5
主情造意,82.5
草木皆兵,82.4
殆无虚日,82.4
鸿雁哀鸣,82.4
栗栗危惧,82.4
绿肥红瘦,82.4
片甲不回,82.4
犬牙相制,82.4
矢口抵赖,82.4
天造地设,82.4
一把死拿,82.4
以卵击石,82.4
鹰嘴鹞目,82.4
跃跃欲试,82.4
植党营私,82.4
执经问难,82.4
专心致志,82.4
步步莲花,82.3
触机便发,82.3
积日累久,82.3
交臂失之,82.3
锦天绣地,82.3
乐不思蜀,82.3
连中三元,82.3
凌弱暴寡,82.3
升堂入室,82.3
首当其冲,82.3
束马悬车,82.3
亡魂丧胆,82.3
白丁俗客,82.2
非分之想,82.2
纲举目张,82.2
高义薄云,82.2
官报私仇,82.2
卖剑买牛,82.2
奇花异草,82.2
物在人亡,82.2
小惩大诫,82.2
雄心壮志,82.2
百炼成钢,82.1
步线行针,82.1
恩威并重,82.1
肝胆欲碎,82.1
过目不忘,82.1
名利双收,82.1
皮里阳秋,82.1
日升月恒,82.1
僧多粥少,82.1
时不我与,82.1
异军突起,82.1
正直无私,82.1
丑态百出,82.0
荡气回肠,82.0
夺门而出,82.0
海角天涯,82.0
刻骨相思,82.0
七步之才,82.0
升山采珠,82.0
泰山其颓,82.0
天作之合,82.0
未可厚非,82.0
无法无天,82.0
走马章台,82.0
对牛弹琴,81.9
方领矩步,81.9
旱苗得雨,81.9
兰摧玉折,81.9
六亲不认,81.9
谦虚谨慎,81.9
屈蠖求伸,81.9
视而不见,81.9
羞人答答,81.9
咬牙切齿,81.9
避实击虚,81.8
川壅必溃,81.8
麦穗两歧,81.8
强本节用,81.8
琴剑飘零,81.8
太仓一粟,81.8
无地自容,81.8
星驰电走,81.8
形势逼人,81.8
包举宇内,81.7
不知好歹,81.7
超然自逸,81.7
嗤之以鼻,81.7
反间之计,81.7
屦贱踊贵,81.7
驴前马后,81.7
气味相投,81.7
莞尔而笑,81.7
蜗角虚名,81.7
五内如焚,81.7
言人人殊,81.7
争风吃醋,81.7
执法如山,81.7
床笫之私,81.6
唇干口燥,81.6
风信年华,81.6
故步自封,81.6
口血未干,81.6
贸首之仇,81.6
内省不疚,81.6
千万买邻,81.6
顺美匡恶,81.6
贪蛇忘尾,81.6
五色无主,81.6
一鸣惊人,81.6
弋人何篡,81.6
蟾宫折桂,81.5
从天而下,81.5
狗尾续貂,81.5
管见所及,81.5
归去来兮,81.5
借古喻今,81.5
炮凤烹龙,81.5
披肝沥胆,81.5
日复一日,81.5
甜言蜜语,81.5
无可奈何,81.5
向平之愿,81.5
病入骨髓,81.4
不修边幅,81.4
才华超众,81.4
倒置干戈,81.4
蠹居棋处,81.4
困而不学,81.4
擅作威福,81.4
言必有据,81.4
逐臭之夫,81.4
坐吃山崩,81.4
垂手可得,81.3
解甲归田,81.3
举棋不定,81.3
举直措枉,81.3
刻骨镂心,81.3
扣槃扪烛,81.3
廉洁奉公,81.3
思不出位,81.3
无影无踪,81.3
作善降祥,81.3
粗心浮气,81.2
大车以载,81.2
堤溃蚁穴,81.2
奉为楷模,81.2
高耸入云,81.2
聚蚊成雷,81.2
略胜一筹,81.2
锣鼓喧天,81.2
墨迹未干,81.2
五经扫地,81.2
相得益彰,81.2
新陈代谢,81.2
有以善处,81.2
鱼游釜中,81.2
与世长辞,81.2
凿壁偷光,81.2
补偏救弊,81.1
痴儿呆女,81.1
管鲍之交,81.1
激薄停浇,81.1
九原可作,81.1
烈火辨日,81.1
六出纷飞,81.1
破涕为笑,81.1
束缊请火,81.1
双管齐下,81.1
挨肩擦膀,81.0
八方呼应,81.0
八面威风,81.0
兵多者败,81.0
祸为福先,81.0
接连不断,81.0
毛举细务,81.0
幕天席地,81.0
趋炎附势,81.0
善善从长,81.0
生荣死哀,81.0
天诛地灭,81.0
稳吃三注,81.0
一天星斗,81.0
以毒攻毒,81.0
周郎顾曲,81.0
斫轮老手,81.0
高材捷足,80.9
公报私仇,80.9
口中蚤虱,80.9
夸夸其谈,80.9
溜须拍马,80.9
泥船渡河,80.9
泥蟠不滓,80.9
晓风残月,80.9
胸无大志,80.9
愚公移山,80.9
冤冤相报,80.9
仗马寒蝉,80.9
脂膏不润,80.9
霸王风月,80.8
奔走钻营,80.8
本末倒置,80.8
不期而然,80.8
鼎鱼幕燕,80.8
奋不顾身,80.8
锋芒所向,80.8
高抬贵手,80.8
艰苦卓绝,80.8
惊恐失色,80.8
谲怪之谈,80.8
流落江湖,80.8
善为说辞,80.8
上漏下湿,80.8
死不足惜,80.8
为非作歹,80.8
止谈风月,80.8
闭门却扫,80.7
草草收兵,80.7
成仁取义,80.7
甘瓜苦蒂,80.7
耿耿于心,80.7
怒气冲天,80.7
一来二去,80.7
兵临城下,80.6
方凿圆枘,80.6
负薪之忧,80.6
含笑九泉,80.6
胡说八道,80.6
欢聚一堂,80.6
嗟来之食,80.6
取信于民,80.6
事与愿违,80.6
死气沉沉,80.6
素车白马,80.6
心照不宣,80.6
野调无腔,80.6
一唱三叹,80.6
沉疴难起,80.5
救过补阙,80.5
镂月裁云,80.5
日下无双,80.5
如锥画沙,80.5
随珠弹雀,80.5
跳丸日月,80.5
无关痛痒,80.5
震古烁今,80.5
安身为乐,80.4
暴风骤雨,80.4
北叟失马,80.4
不知死活,80.4
车殆马烦,80.4
大获全胜,80.4
进退有常,80.4
衾影无惭,80.4
三智五猜,80.4
天长日久,80.4
天下独步,80.4
庸医杀人,80.4
茶余饭后,80.3
地上天官,80.3
独当一面,80.3
多快好省,80.3
高足弟子,80.3
割地称臣,80.3
横殃飞祸,80.3
截长补短,80.3
三贞九烈,80.3
拭面容言,80.3
泰山压顶,80.3
贪贿无艺,80.3
停留长智,80.3
百业萧条,80.2
不见天日,80.2
不识大体,80.2
残兵败将,80.2
称贤荐能,80.2
催人泪下,80.2
竭诚相待,80.2
口耳之学,80.2
绿衣黄里,80.2
趋之若鹜,80.2
日月如梭,80.2
柔心弱骨,80.2
天保九如,80.2
五谷不升,80.2
恶不去善,80.2
新仇旧恨,80.2
言语道断,80.2
智周万物,80.2
拔新领异,80.1
诡谲怪诞,80.1
浑身是胆,80.1
计日而待,80.1
困而学之,80.1
屡教不改,80.1
妙语解颐,80.1
稍逊一筹,80.1
先人后己,80.1
以心传心,80.1
百伶百俐,80.0
不吐不茹,80.0
羝羊触藩,80.0
抵掌而谈,80.0
东走西顾,80.0
读书三余,80.0
饭糗茹草,80.0
结发夫妻,80.0
良药苦口,80.0
秦庭之哭,80.0
申冤吐气,80.0
深情故剑,80.0
噬脐何及,80.0
守正不阿,80.0
养生送死,80.0
淫辞邪说,80.0
引人入胜,80.0
直道而行,80.0
忠孝节义,80.0
当仁不让,79.9
道尽涂殚,79.9
罚一劝百,79.9
反治其身,79.9
飞遁鸣高,79.9
怀土之情,79.9
浑俗和光,79.9
佳儿佳妇,79.9
奇珍异宝,79.9
气涌如山,79.9
人山人海,79.9
小受大走,79.9
一木难支,79.9
一隅之地,79.9
自知之明,79.9
八面莹澈,79.8
半壁江山,79.8
博物洽闻,79.8
赤诚相待,79.8
饿莩遍野,79.8
蒿目时艰,79.8
柳下借阴,79.8
龙肝豹胎,79.8
拍案叫绝,79.8
万籁无声,79.8
亡戟得矛,79.8
勇猛果敢,79.8
博硕肥腯,79.7
不识高低,79.7
出乖露丑,79.7
鼓角齐鸣,79.7
顾盼自雄,79.7
交口称誉,79.7
陋巷箪瓢,79.7
无所不在,79.7
抽薪止沸,79.6
旦夕之危,79.6
甘心情愿,79.6
缓急轻重,79.6
矜才使气,79.6
镜花水月,79.6
生众食寡,79.6
心灰意冷,79.6
洋洋得意,79.6
冶容诲淫,79.6
一日千里,79.6
异地相逢,79.6
欲擒故纵,79.6
仗义执言,79.6
争猫丢牛,79.6
鬼使神差,79.5
恨相知晚,79.5
日中必彗,79.5
探骊得珠,79.5
未了公案,79.5
贤妻良母,79.5
香车宝马,79.5
贻笑大方,79.5
自吹自擂,79.5
笔墨官司,79.4
必恭必敬,79.4
惩羹吹齑,79.4
打富济贫,79.4
刀耕火耨,79.4
风风火火,79.4
伤风败俗,79.4
束手束脚,79.4
铤而走险,79.4
熊罴入梦,79.4
引领而望,79.4
再衰三竭,79.4
真心诚意,79.4
白首北面,79.3
别有风味,79.3
博文约礼,79.3
长夜之饮,79.3
鸡鹜争食,79.3
兼权熟计,79.3
没世不忘,79.3
少成若性,79.3
望风而逃,79.3
稳操胜算,79.3
以杀去杀,79.3
壁垒森严,79.2
巢居穴处,79.2
垂暮之年,79.2
扶老携幼,79.2
人才辈出,79.2
丧权辱国,79.2
掞藻飞声,79.2
味如鸡肋,79.2
因缘为市,79.2
钟鸣鼎食,79.2
百口莫辩,79.1
百岁千秋,79.1
齿白唇红,79.1
臭名远扬,79.1
废然而返,79.1
回眸一笑,79.1
势焰熏天,79.1
四海承风,79.1
脏污狼藉,79.1
爱钱如命,79.0
不吝珠玉,79.0
不由自主,79.0
臭不可闻,79.0
大寒索裘,79.0
大政方针,79.0
怀璧其罪,79.0
击楫中流,79.0
童颜鹤发,79.0
偷香窃玉,79.0
腰鼓兄弟,79.0
优游不断,79.0
持盈保泰,78.9
出头之日,78.9
大开大合,78.9
高睨大谈,78.9
金玉良缘,78.9
龙马精神,78.9
上行下效,78.9
天道好还,78.9
波光粼粼,78.8
干柴烈火,78.8
光前绝后,78.8
恒河沙数,78.8
旷古未有,78.8
碌碌无能,78.8
群雌粥粥,78.8
不安于位,78.7
东方千骑,78.7
亨嘉之会,78.7
患至呼天,78.7
悔过自新,78.7
继往开来,78.7
窃位素餐,78.7
软硬兼施,78.7
双瞳剪水,78.7
望梅止渴,78.7
委靡不振,78.7
吟风咏月,78.7
尊师重道,78.7
拔宅上升,78.6
春蚓秋蛇,78.6
斗榫合缝,78.6
顾影弄姿,78.6
浑然无知,78.6
举十知九,78.6
沃野千里,78.6
衣裳之会,78.6
黯然伤神,78.5
不忘故旧,78.5
粗茶淡饭,78.5
大法小廉,78.5
大方之家,78.5
得其所哉,78.5
分秒必争,78.5
感同身受,78.5
束手就擒,78.5
彤云密布,78.5
无人问津,78.5
以利累形,78.5
东南半壁,78.4
凤靡鸾吪,78.4
横冲直撞,78.4
见墙见羹,78.4
开雾睹天,78.4
空头支票,78.4
人中狮子,78.4
视若无睹,78.4
一决雌雄,78.4
政由己出,78.4
直抒己见,78.4
苍生涂炭,78.3
寸指测渊,78.3
抵死谩生,78.3
各色人等,78.3
根生土长,78.3
孤云野鹤,78.3
惊魂未定,78.3
数白论黄,78.3
说白道绿,78.3
装模作样,78.3
不腆之仪,78.2
不务空名,78.2
摧心剖肝,78.2
回船转舵,78.2
克敌制胜,78.2
妙手空空,78.2
韬光养晦,78.2
寡不敌众,78.1
剑及屦及,78.1
礼贤下士,78.1
鳞次栉比,78.1
身强力壮,78.1
首善之区,78.1
一谦四益,78.1
以狸饵鼠,78.1
避重就轻,78.0
陈善闭邪,78.0
秤不离砣,78.0
蹈其覆辙,78.0
登高自卑,78.0
反璞归真,78.0
俯拾地芥,78.0
将计就计,78.0
尽善尽美,78.0
口若悬河,78.0
轻车熟路,78.0
日上三竿,78.0
腾云驾雾,78.0
无机可乘,78.0
月晕而风,78.0
沾沾自喜,78.0
杯盘狼藉,77.9
不拔之志,77.9
称兄道弟,77.9
赤绳系足,77.9
待人接物,77.9
酒囊饭袋,77.9
流金铄石,77.9
流离颠沛,77.9
鼠牙雀角,77.9
相见恨晚,77.9
一无所知,77.9
一朝一夕,77.9
百川归海,77.8
不正之风,77.8
醇酒妇人,77.8
大大落落,77.8
分文不名,77.8
千金之子,77.8
磬竹难书,77.8
兔走乌飞,77.8
新来乍到,77.8
有天无日,77.8
报本反始,77.7
冲口而出,77.7
冻解冰释,77.7
何乐不为,77.7
花残月缺,77.7
济世之才,77.7
解衣推食,77.7
面目一新,77.7
身家性命,77.7
同文共轨,77.7
无可置辩,77.7
有勇无谋,77.7
安富恤贫,77.6
谄上欺下,77.6
撮土焚香,77.6
当机立断,77.6
高材疾足,77.6
坚定不移,77.6
配享从汜,77.6
奇形怪状,77.6
穷泉朽壤,77.6
三战三北,77.6
世扰俗乱,77.6
天上麒麟,77.6
通今博古,77.6
惟日不足,77.6
相辅相成,77.6
一呼百诺,77.6
因难见巧,77.6
干卿底事,77.5
贵阴贱璧,77.5
回黄转绿,77.5
叩石垦壤,77.5
犬牙交错,77.5
人烟稠密,77.5
炫石为玉,77.5
一扫而空,77.5
辗转反侧,77.5
扶危济困,77.4
穷猿奔林,77.4
裙屐少年,77.4
三十而立,77.4
四姻九戚,77.4
未雨绸缪,77.4
无恶不作,77.4
眼花缭乱,77.4
以汤沃雪,77.4
八面张罗,77.3
称臣纳贡,77.3
计出万全,77.3
金科玉条,77.3
聚敛无厌,77.3
送往事居,77.3
同病相怜,77.3
膝痒搔背,77.3
先公后私,77.3
意马心猿,77.3
有始有终,77.3
自强不息,77.3
恻隐之心,77.2
超超玄著,77.2
抽刀断水,77.2
分守要津,77.2
拣佛烧香,77.2
弸中彪外,77.2
损之又损,77.2
天壤之别,77.2
恶湿居下,77.2
揠苗助长,77.2
有棱有角,77.2
招摇过市,77.2
不识泰山,77.1
豺狼当道,77.1
从俗就简,77.1
大展经纶,77.1
当之无愧,77.1
丰取刻与,77.1
富在知足,77.1
鸡毛蒜皮,77.1
跬步千里,77.1
龙争虎斗,77.1
泥足巨人,77.1
认贼作父,77.1
视如土芥,77.1
水晶灯笼,77.1
玩物丧志,77.1
无一不知,77.1
涎皮赖脸,77.1
逾闲荡检,77.1
闭口藏舌,77.0
大权旁落,77.0
大中至正,77.0
惠风和畅,77.0
赍粮藉寇,77.0
家无儋石,77.0
进退存亡,77.0
匡时济俗,77.0
敛声屏气,77.0
碌碌无为,77.0
身后萧条,77.0
天悬地隔,77.0
位卑言高,77.0
无能为力,77.0
血雨腥风,77.0
一差二错,77.0
白屋寒门,76.9
拂袖而归,76.9
酒食征逐,76.9
乐天知命,76.9
性命交关,76.9
一龙一猪,76.9
鹰犬塞途,76.9
源泉万斛,76.9
不教而杀,76.8
大张旗鼓,76.8
登高能赋,76.8
见风使舵,76.8
芒刺在背,76.8
拿腔作势,76.8
平心静气,76.8
人心惶惶,76.8
三余读书,76.8
时绌举赢,76.8
鼠腹蜗肠,76.8
握手言欢,76.8
鸢肩豺目,76.8
泽及枯骨,76.8
傲睨万物,76.7
金童玉女,76.7
举例发凡,76.7
谋财害命,76.7
三五成群,76.7
洗手奉职,76.7
循规蹈矩,76.7
眼中有铁,76.7
优游卒岁,76.7
折冲尊俎,76.7
众星捧月,76.7
珠沉玉碎,76.7
冰清玉润,76.6
长颈鸟喙,76.6
出没无常,76.6
吹气胜兰,76.6
大辩不言,76.6
九流十家,76.6
九霄云外,76.6
临阵脱逃,76.6
气势汹汹,76.6
惬心贵当,76.6
水乳交融,76.6
提心吊胆,76.6
头面人物,76.6
纨绔子弟,76.6
瓮尽杯干,76.6
无愧衾影,76.6
吴下阿蒙,76.6
邪不压正,76.6
一家之计,76.6
语焉不详,76.6
裕民足国,76.6
掌上明珠,76.6
不足为奇,76.5
饿虎之蹊,76.5
民殷财阜,76.5
起死回生,76.5
千了百当,76.5
轻裘肥马,76.5
三魂七魄,76.5
丧心病狂,76.5
深居简出,76.5
是是非非,76.5
歪门邪道,76.5
星星之火,76.5
燕瘦环肥,76.5
捕风捉影,76.4
沉冤莫白,76.4
倒凤颠鸾,76.4
鹅行鸭步,76.4
角巾私第,76.4
金风送爽,76.4
数典忘祖,76.4
犀角烛怪,76.4
香火因缘,76.4
短衣匹马,76.3
悍然不顾,76.3
硁硁之愚,76.3
拳拳之枕,76.3
舍己为公,76.3
绳锯木断,76.3
天渊之别,76.3
同归殊途,76.3
一技之长,76.3
指不胜屈,76.3
暗室逢灯,76.2
白发千丈,76.2
层峦叠嶂,76.2
寸铁杀人,76.2
错彩镂金,76.2
斗鸡走狗,76.2
覆地翻天,76.2
高山景行,76.2
尽忠报国,76.2
林下风范,76.2
麻木不仁,76.2
情同手足,76.2
入室操戈,76.2
少私寡欲,76.2
舌剑唇枪,76.2
菽水承欢,76.2
修旧利废,76.2
研桑心计,76.2
一日三秋,76.2
游云惊龙,76.2
拙口钝腮,76.2
坐于涂炭,76.2
鞍马之劳,76.1
得陇望蜀,76.1
溃不成军,76.1
老僧入定,76.1
励志竭精,76.1
破矩为圆,76.1
稳如泰山,76.1
雪中送炭,76.1
一吟一咏,76.1
迎风招展,76.1
知无不言,76.1
百里挑一,76.0
不劣方头,76.0
吠形吠声,76.0
坚持不懈,76.0
毛手毛脚,76.0
七擒七纵,76.0
如饮醍醐,76.0
神州陆沉,76.0
虱胫虮肝,76.0
一举千里,76.0
义薄云天,76.0
冤家路窄,76.0
左道旁门,76.0
巴山蜀水,75.9
不堪入耳,75.9
不知凡几,75.9
不置可否,75.9
宽以待人,75.9
休戚相关,75.9
燕翼贻谋,75.9
运筹帷幄,75.9
髀肉复生,75.8
乘时乘势,75.8
吹毛求疵,75.8
大喜过望,75.8
大义灭亲,75.8
笃学好古,75.8
告往知来,75.8
昏定晨省,75.8
绝妙好辞,75.8
三人成虎,75.8
十围五攻,75.8
时乖运蹇,75.8
枉费心机,75.8
无的放矢,75.8
心无二用,75.8
一锤定音,75.8
异曲同工,75.8
雨丝风片,75.8
逐日追风,75.8
安身之地,75.7
不赞一词,75.7
防微虑远,75.7
佛口蛇心,75.7
贱敛贵出,75.7
举国一致,75.7
名缰利锁,75.7
拈花惹草,75.7
软玉温香,75.7
威信扫地,75.7
无中生有,75.7
一刻千金,75.7
衣锦荣归,75.7
忠心赤胆,75.7
竹报平安,75.7
长吁短叹,75.6
传宗接代,75.6
打落水狗,75.6
大度包容,75.6
独夫民贼,75.6
捐躯赴难,75.6
讷口少言,75.6
旁门左道,75.6
上下一心,75.6
视同路人,75.6
乌鸟私情,75.6
小时了了,75.6
悬石程书,75.6
言之成理,75.6
斩钉截铁,75.6
张皇失措,75.6
避让贤路,75.5
共为唇齿,75.5
含血喷人,75.5
话不投机,75.5
毁誉参半,75.5
举止失措,75.5
弄鬼掉猴,75.5
亲密无间,75.5
岁寒三友,75.5
天从人愿,75.5
脱缰之马,75.5
物力维艰,75.5
洗垢求瘢,75.5
心粗气浮,75.5
血海深仇,75.5
羊肠小道,75.5
衣衫蓝缕,75.5
以羊易牛,75.5
报仇雪恨,75.4
春宵一刻,75.4
大才槃槃,75.4
掉舌鼓唇,75.4
耳闻目见,75.4
光前裕后,75.4
家常便饭,75.4
见弃于人,75.4
孑然一身,75.4
清宫除道,75.4
秋风过耳,75.4
天府之国,75.4
新亭对泣,75.4
修饰边幅,75.4
月黑风高,75.4
锥处囊中,75.4
博施济众,75.3
撑肠拄腹,75.3
等闲视之,75.3
地动山摇,75.3
断墨残楮,75.3
飞鸿印雪,75.3
甘心瞑目,75.3
如臂使指,75.3
绨袍之义,75.3
无可比拟,75.3
怨女旷夫,75.3
根深叶茂,75.2
贵壮贱老,75.2
矫时慢物,75.2
口口声声,75.2
淋漓尽致,75.2
拿糖作醋,75.2
绮纨之岁,75.2
千篇一律,75.2
体大思精,75.2
睹物思人,75.1
俯首听命,75.1
积玉堆金,75.1
荆钗布裙,75.1
蒙混过关,75.1
名山事业,75.1
戚戚具尔,75.1
强作解人,75.1
珊瑚在网,75.1
十步香草,75.1
百端待举,75.0
变古易常,75.0
不计其数,75.0
残民害理,75.0
厝火积薪,75.0
焚舟破釜,75.0
古井无波,75.0
金声玉润,75.0
鸣野食苹,75.0
神鬼莫测,75.0
铄金毁骨,75.0
寻消问息,75.0
掩鼻而过,75.0
寓情于景,75.0
争鸡失羊,75.0
直谅多闻,75.0
坐薪悬胆,75.0
半吞半吐,74.9
操刀伤锦,74.9
